nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,baseline_type_units_analyzed,patient_registry,completion_year,labels,ticker,cik,title,score,is_pharma_sic,sic_description,outcome_category,intervention_types,intervention_names,modality,error,pubchem_verified_small_molecule_or_peptide,resolution_method,n_filings_checked,verified_filing_url,verified_filing_date,verified_context,ctod_original_outcome_category,ctod_original_label,label_correction_reason,car,price_beta,price_anchor_date,price_pull_error,needs_reverification
NCT05673889,,2022-12-21,2024-03-15,,2024-03-15,2022-12-21,2023-01-06,ACTUAL,2024-03-15,2024-08-16,ACTUAL,,,,2024-03-15,2024-08-16,ACTUAL,2023-01-27,ACTUAL,2023-01-27,2024-03,2024-03-31,2023-04-19,ACTUAL,2023-04-19,2023-03-15,ACTUAL,2023-03-15,,INTERVENTIONAL,,The baseline analysis population was defined as all participants enrolled and who took at least 1 dose of study intervention.,A Study to Understand the Effect of a Study Medicine Called ARV-471 on Dabigatran Etexilate in Healthy Adults,"AN INTERVENTIONAL, PHASE 1, OPEN-LABEL, FIXED-SEQUENCE, 2-PERIOD STUDY TO EVALUATE THE EFFECT OF A SINGLE ORAL DOSE OF ARV-471 (PF-07850327) ON THE PHARMACOKINETICS OF DABIGATRAN IN HEALTHY PARTICIPANTS",COMPLETED,,PHASE1,24.0,ACTUAL,Pfizer,,1.0,,,f,,,,,f,f,,,,,,,,,NO,"Pfizer will provide access to individual de-identified participant data and related study documents (e.g. protocol, Statistical Analysis Plan (SAP), Clinical Study Report (CSR)) upon request from qualified researchers, and subject to certain criteria, conditions, and exceptions. Further details on Pfizer's data sharing criteria and process for requesting access can be found at: https://www.pfizer.com/science/clinical_trials/trial_data_and_results/data_requests.",2024-10-15 09:10:19.120384,2024-10-15 09:10:19.120384,INDUSTRY,,,,,,,2023,1.0,PFE,78003.0,PFIZER INC,100.0,True,Pharmaceutical Preparations,success,DRUG;DRUG,ARV-471;Dabigatran etexilate,needs_name_lookup,,True,edgar_primary,13,https://www.sec.gov/Archives/edgar/data/78003/000007800324000017/pfe-12312023xex99.htm,2024-01-30,"inically meaningful effect on annualized bleeding rate. The safety profile for marstacimab was consistent with Phase 1&#47;2 results, and treatment was generally well-tolerated in the study. No deaths were reported, and there have been no thromboembolic events or events of consumptive coagulopathy recorded in hemophilia patients in clinical trials investigating marstacimab. &#9642; Vepdegestrant (ARV-471) &#8211; In December 2023, Arvinas, Inc. and Pfizer presented interim results from the Phase 1b trial evaluating vepdegestrant, a novel oral PROteolysis TArgeting Chimera (PROTAC) estrogen receptor (ER) degrader, in combination with palbociclib (Ibrance). Study data from the combination cohort demonstrated encouraging clinical activity in heavily pre-treated patients with a median of four lines o",success,1.0,,0.1428750345089985,0.0604363883587636,2024-01-30,,False
NCT04172831,,2019-11-20,2022-06-02,,2022-07-13,2019-11-20,2019-11-21,ACTUAL,2022-07-13,2022-08-08,ACTUAL,,,,2022-07-13,2022-08-08,ACTUAL,2019-12-09,ACTUAL,2019-12-09,2022-07,2022-07-31,2020-10-29,ACTUAL,2020-10-29,2020-10-29,ACTUAL,2020-10-29,,INTERVENTIONAL,RELIEF,,A Study To Evaluate The Efficacy And Safety Of TNX-102 SL In Patients With Fibromyalgia,"A Phase 3, Double-Blind, Randomized, Multicenter, Placebo-Controlled Study To Evaluate The Efficacy And Safety Of TNX-102 SL Taken Daily At Bedtime In Patients With Fibromyalgia",COMPLETED,,PHASE3,503.0,ACTUAL,"Tonix Pharmaceuticals, Inc.",Recruitment during COVID-19 pandemic,2.0,,,f,,,,,t,f,,,,,,,,,,,2024-10-16 06:49:49.286187,2024-10-16 06:49:49.286187,INDUSTRY,,,,,,,2020,1.0,TNXP,1430306.0,Tonix Pharmaceuticals Holding Corp.,100.0,True,Pharmaceutical Preparations,success,DRUG,TNX-102 SL,small_molecule_candidate,,True,edgar_primary,56,https://www.sec.gov/Archives/edgar/data/1430306/000138713120009843/ex99-02.htm,2020-11-12,"800 in the fourth quarter of this year and the first quarter of 2021. TNX-801*, live horsepox virus vaccine for percutaneous administration, is in development to protect against smallpox and monkeypox. Tonix is also developing TNX-2300* and TNX-2600*, live replicating vaccine candidates for the prevention of COVID-19, but using bovine parainfluenza as the vector. Tonix&rsquo;s lead CNS candidate, TNX-102 SL**, is in Phase 3 development for the management of fibromyalgia. The Company expects topline data in the Phase 3 RELIEF study in the fourth quarter of 2020. Tonix is also currently enrolling participants in the Phase 3 RALLY study for the management of fibromyalgia using TNX-102 SL, and the results are expected in second half of 2021. TNX-102 SL is also in development forPTSD, agitation in Alzhei",success,1.0,,-0.5758587624126902,0.7518164372844252,2020-11-12,,False
NCT01541215,,2012-02-23,2018-11-15,,2021-07-01,2012-02-28,2012-02-29,ESTIMATED,2018-11-15,2018-12-11,ACTUAL,,,,2021-07-01,2021-07-02,ACTUAL,2012-11-13,ACTUAL,2012-11-13,2021-07,2021-07-31,2020-05-20,ACTUAL,2020-05-20,2017-11-15,ACTUAL,2017-11-15,,INTERVENTIONAL,Ellipse™,Full analysis set (FAS) - included all randomised subjects receiving at least one dose of liraglutide/placebo,"Efficacy and Safety of Liraglutide in Combination With Metformin Compared to Metformin Alone, in Children and Adolescents With Type 2 Diabetes",Efficacy and Safety of Liraglutide in Combination With Metformin Versus Metformin Monotherapy on Glycaemic Control in Children and Adolescents With Type 2 Diabetes,COMPLETED,,PHASE3,135.0,ACTUAL,Novo Nordisk A/S,,2.0,,,f,,,,f,t,f,,,,,,,,http://novonordisk-trials.com/sharing-results,YES,According to the Novo Nordisk disclosure commitment on novonordisk-trials.com,2024-10-16 16:43:55.4698,2024-10-16 16:43:55.4698,INDUSTRY,,,,,,,2020,1.0,NVO,353278.0,NOVO NORDISK A S,90.32258064516128,True,Pharmaceutical Preparations,success,DRUG,liraglutide,small_molecule_candidate,,True,edgar_primary,84,https://www.sec.gov/Archives/edgar/data/353278/000117184320004592/f6k_062920.htm,2020-06-29," in a tablet, for the treatment of adults with type 2 diabetes. &nbsp; The approval of Rybelsus &reg; in Japan is based on results from the PIONEER clinical trial programme, which involved more than 9,500 adults with type 2 diabetes, including approximately 1,300 adults from Japan. The approved label reflects the Japanese studies, which showed that Rybelsus &reg; 7 mg once daily was comparable to liraglutide 0.9 mg once daily and, in combination with one other oral antidiabetic treatment, Rybelsus &reg; 7 mg once daily was comparable to dulaglutide 0.75 mg once weekly, while Rybelsus &reg; 14 mg once daily resulted in significantly greater reductions in HbA 1c than both liraglutide and dulaglutide - the two most widely used injectable GLP-1 receptor agonists in Japan. &nbsp; &ldquo;We are very excite",success,1.0,,-0.1016980867444279,0.5187901222002268,2020-06-29,,False
NCT03978520,,2019-06-03,2023-06-27,2022-12-19,2023-06-27,2019-06-05,2019-06-07,ACTUAL,2023-06-27,2023-07-21,ACTUAL,2022-12-19,2022-12-23,ACTUAL,2023-06-27,2023-07-21,ACTUAL,2019-07-25,ACTUAL,2019-07-25,2023-06,2023-06-30,2022-07-14,ACTUAL,2022-07-14,2022-01-19,ACTUAL,2022-01-19,,INTERVENTIONAL,SLEek,Full Analysis Set: all randomized participants who received at least 1 dose of study drug,A Study to Investigate the Safety and Efficacy of Elsubrutinib and Upadacitinib Given Alone or in Combination in Participants With Moderately to Severely Active Systemic Lupus Erythematosus (SLE),A Phase 2 Study to Investigate the Safety and Efficacy of Elsubrutinib and Upadacitinib Given Alone or in Combination (ABBV-599 Combination) in Subjects With Moderately to Severely Active Systemic Lupus Erythematosus,COMPLETED,,PHASE2,341.0,ACTUAL,AbbVie,,5.0,,,f,,,,t,t,f,,,f,,,For details on when studies are available for sharing visit https://vivli.org/ourmember/abbvie/,"Access to this clinical trial data can be requested by any qualified researchers who engage in rigorous independent scientific research, and will be provided following review and approval of a research proposal and statistical analysis plan and execution of a data sharing statement. Data requests can be submitted at any time after approval in the US and/or EU and a primary manuscript is accepted for publication. For more information on the process, or to submit a request, visit the following link https://www.abbvieclinicaltrials.com/hcp/data-sharing/",https://vivli.org/ourmember/abbvie/,YES,"AbbVie is committed to responsible data sharing regarding the clinical trials we sponsor. This includes access to anonymized, individual and trial-level data (analysis data sets), as well as other information (e.g., protocols, analyses plans, clinical study reports), as long as the trials are not part of an ongoing or planned regulatory submission. This includes requests for clinical trial data for unlicensed products and indications.",2024-10-15 09:32:54.83116,2024-10-15 09:32:54.83116,INDUSTRY,,,,,,,2022,1.0,ABBV,1551152.0,AbbVie Inc.,100.0,True,Pharmaceutical Preparations,success,DRUG;DRUG,Elsubrutinib;Upadacitinib,small_molecule_candidate,,True,edgar_primary,15,https://www.sec.gov/Archives/edgar/data/1551152/000155115223000019/abbv-20230331xexhibit991.htm,2023-04-27,"wn safety profile of Skyrizi, with no new safety risks observed. Skyrizi is part of a collaboration between Boehringer Ingelheim and AbbVie, with AbbVie leading development and commercialization globally. &#8226; AbbVie announced positive top-line results from a Phase 2 study of Rinvoq (30 mg, once daily), given alone or as combination therapy (ABBV-599) with a Bruton's Tyrosine Kinase inhibitor (elsubrutinib, 60 mg), in patients with moderately to severely active systemic lupus erythematosus (SLE). The study met the primary endpoint of SLE Responder Index (SRI-4) with a steroid dose of less than or equal to 10 mg per day at week 24 in patients with moderately to severely active SLE. Based on these results, AbbVie intends to advance its clinical program of Rinvoq in SLE to Phase 3. &#8226; At the Cong",success,1.0,,-0.0739627109727782,0.1574043862783953,2023-04-27,,False
NCT03487276,,2018-02-27,2021-01-18,,2021-03-15,2018-03-27,2018-04-04,ACTUAL,2021-03-15,2021-04-08,ACTUAL,,,,2021-03-15,2021-04-08,ACTUAL,2018-02-26,ACTUAL,2018-02-26,2021-03,2021-03-31,2020-01-27,ACTUAL,2020-01-27,2019-05-27,ACTUAL,2019-05-27,,INTERVENTIONAL,SHINE,Baseline analysis performed for safety analysis set (SAS),Efficacy and Safety Study of IFX-1 in Patients With Moderate to Severe Hidradenitis Suppurativa (HS),"A Randomized, Double-blind, Placebo-controlled, Multicenter Phase II Study to Determine Efficacy and Safety of IFX-1 in Subjects With Moderate to Severe Hidradenitis Suppurativa",COMPLETED,,PHASE2,179.0,ACTUAL,InflaRx GmbH,,5.0,,,f,,,,t,t,f,,,,,,,,,NO,,2024-10-15 09:55:41.999696,2024-10-15 09:55:41.999696,INDUSTRY,,,,,,,2020,0.0,IFRX,1708688.0,InflaRx N.V.,100.0,True,Pharmaceutical Preparations,failure_efficacy_safety,DRUG,IFX-1,small_molecule_candidate,,True,edgar_primary,18,https://www.sec.gov/Archives/edgar/data/1708688/000114036120004078/ex99_1.htm,2020-02-26,"rget in human blood. Thus, IFX-1 leaves the formation of the membrane attack complex (C5b-9) intact as an important defense mechanism, which is not the case for molecules blocking the cleavage of C5. IFX-1 has been demonstrated to control the inflammatory response driven tissue and organ damage by specifically blocking C5a as a key &#8220;amplifier&#8221; of this response in pre-clinical studies. IFX-1 is believed to be the first monoclonal anti-C5a antibody introduced into clinical development. Approximately 300 people have been treated with IFX-1 in clinical trials, and the antibody has been shown to be well tolerated. IFX-1 is currently being developed for various inflammatory indications, including Hidradenitis Suppurativa, ANCA-associated vasculitis and Pyoderma Gangraenosum. About Pyoderm",failure_efficacy_safety,0.0,,0.2217737172599718,1.284303513657038,2020-02-26,,False
NCT03931291,,2019-04-26,2024-02-27,,2024-04-19,2019-04-26,2019-04-30,ACTUAL,2024-02-27,2024-03-26,ACTUAL,,,,2024-04-19,2024-04-25,ACTUAL,2019-09-16,ACTUAL,2019-09-16,2024-04,2024-04-30,2022-01-14,ACTUAL,2022-01-14,2021-08-27,ACTUAL,2021-08-27,,INTERVENTIONAL,,,APR-246 in Combination With Azacitidine for TP53 Mutated AML (Acute Myeloid Leukemia) or MDS (Myelodysplastic Syndromes) Following Allogeneic Stem Cell Transplant,Phase II Trial of APR-246 in Combination With Azacitidine as Maintenance Therapy for TP53 Mutated AML or MDS Following Allogeneic Stem Cell Transplant,COMPLETED,,PHASE2,33.0,ACTUAL,Aprea Therapeutics,,1.0,,,f,,,,t,t,f,,,,,,,,,,,2024-10-15 10:06:43.168369,2024-10-15 10:06:43.168369,INDUSTRY,,,,,,,2022,0.0,APRE,1781983.0,"Aprea Therapeutics, Inc.",100.0,True,Pharmaceutical Preparations,failure_efficacy_safety,DRUG,APR-246,needs_name_lookup,,True,edgar_primary,13,https://www.sec.gov/Archives/edgar/data/1781983/000110465922033954/tm229241d1_ex99-1.htm,2022-03-15,"p; About&nbsp;Aprea Therapeutics, Inc. &nbsp; Aprea Therapeutics, Inc. &nbsp;is a biopharmaceutical company headquartered in&nbsp; Boston, Massachusetts &nbsp;with research facilities in&nbsp; Stockholm, Sweden , focused on developing and commercializing novel cancer therapeutics that reactivate&nbsp;mutant tumor suppressor protein, p53. The Company&rsquo;s lead product candidate is eprenetapopt (APR-246), a small molecule in clinical development for hematologic malignancies and solid tumors. A pivotal Phase 3 clinical trial of eprenetapopt and azacitidine for frontline treatment of TP53 mutant MDS has been completed and failed to meet the primary endpoint of complete remission. Eprenetapopt has received Orphan Drug and Fast Track designations from the FDA for myelodysplastic syndromes (MDS), Orp",success,1.0,eprenetapopt+azacitidine TP53-MDS: failed primary endpoint (complete remission),0.0014082971984445,0.9055581755922036,2022-03-15,,False
NCT02282020,,2014-10-20,2019-10-03,,2022-07-25,2014-10-31,2014-11-04,ESTIMATED,2019-11-27,2019-12-02,ACTUAL,,,,2022-07-25,2022-07-26,ACTUAL,2015-02-06,ACTUAL,2015-02-06,2022-07,2022-07-31,2022-07-19,ACTUAL,2022-07-19,2018-10-10,ACTUAL,2018-10-10,,INTERVENTIONAL,SOLO3,Baseline characteristics are displayed for all participants who started the study. This includes the 12 participants who did not receive treatment in the 'Single Agent Chemotherapy' arm.,Olaparib Treatment in Relapsed Germline Breast Cancer Susceptibility Gene (BRCA) Mutated Ovarian Cancer Patients Who Have Progressed at Least 6 Months After Last Platinum Treatment and Have Received at Least 2 Prior Platinum Treatments,"A Phase III, Open Label, Randomised, Controlled, Multi-centre Study to Assess the Efficacy and Safety of Olaparib Monotherapy Versus Physician's Choice Single Agent Chemotherapy in the Treatment of Platinum Sensitive Relapsed Ovarian Cancer in Patients Carrying Germline BRCA1/2 Mutations.",COMPLETED,,PHASE3,266.0,ACTUAL,AstraZeneca,,2.0,,,t,,,,t,,,,,,,,"AstraZeneca will meet or exceed data availability as per the commitments made to the EFPIA Pharma Data Sharing Principles. For details of our timelines, please rerefer to our disclosure commitment at https://astrazenecagrouptrials.pharmacm.com/ST/Submission/Disclosure.","When a request has been approved AstraZeneca will provide access to the deidentified individual patient-level data in an approved sponsored tool . Signed Data Sharing Agreement (non-negotiable contract for data accessors) must be in place before accessing requested information. Additionally, all users will need to accept the terms and conditions of the SAS MSE to gain access. For additional details, please review the Disclosure Statements at https://astrazenecagrouptrials.pharmacm.com/ST/Submission/Disclosure.",https://astrazenecagroup-dt.pharmacm.com/DT/Home,YES,"Qualified researchers can request access to anonymized individual patient-level data from AstraZeneca group of companies sponsored clinical trials via the request portal.~All request will be evaluated as per the AZ disclosure commitment:~https://astrazenecagrouptrials.pharmacm.com/ST/Submission/Disclosure. Yes, indicates that AZ are accepting requests for IPD, but this does not mean all requests will be shared.",2024-10-15 10:06:43.168369,2024-10-15 10:06:43.168369,INDUSTRY,,NCT03079687,APPROVED_FOR_MARKETING,,,,2022,1.0,AZN,901832.0,ASTRAZENECA PLC,100.0,True,Pharmaceutical Preparations,success,DRUG,OLAPARIB,small_molecule_candidate,,True,edgar_primary,116,https://www.sec.gov/Archives/edgar/data/901832/000165495422009800/a9430s.htm,2022-07-19,"iologically diverse breast cancer tumour environment. &#xA0; AstraZeneca aims to continue to transform outcomes for HR-positive breast cancer with foundational medicines&#xA0; Faslodex &#xA0;(fulvestrant) and&#xA0; Zoladex &#xA0;(goserelin) and the next-generation oral selective oestrogen receptor degrader (SERD) and potential new medicine camizestrant. &#xA0; PARP inhibitor&#xA0; Lynparza &#xA0;(olaparib) is a targeted treatment option that has been studied in HER2-negative early and metastatic breast cancer patients with an inherited BRCA mutation. AstraZeneca with MSD (Merck &amp; Co., Inc. in the US and Canada) continue to research&#xA0; Lynparza &#xA0;in metastatic breast cancer patients with an inherited BRCA mutation and are exploring new opportunities to treat these patients earlier in the",success,1.0,,-0.1274078809777603,0.191630186666921,2022-07-19,,False
NCT05104892,,2021-10-17,,,2024-03-06,2021-11-02,2021-11-03,ACTUAL,,,,,,,2024-03-06,2024-03-07,ACTUAL,2021-12-12,ACTUAL,2021-12-12,2024-03,2024-03-31,2024-02-28,ACTUAL,2024-02-28,2024-02-06,ACTUAL,2024-02-06,,INTERVENTIONAL,,,Proof of Concept Study of Rilzabrutinib in Adult Participants With Moderate-to-severe Asthma,"A Randomized, Double-blind, Placebo-controlled, Parallel-group, 12 Week Proof-of-Concept (PoC) Study to Assess the Efficacy, Safety, and Tolerability of Rilzabrutinib in Participants With Moderate-to-severe Asthma Who Are Not Well Controlled on Inhaled Corticosteroid (ICS) Plus Long-acting β2 Adrenergic Agonist (LABA) Therapy",COMPLETED,,PHASE2,196.0,ACTUAL,Sanofi,,2.0,,,f,,,,f,f,f,,,,,,,,,YES,"Qualified researchers may request access to patient level data and related study documents including the clinical study report, study protocol with any amendments, blank case report form, statistical analysis plan, and dataset specifications. Patient level data will be anonymized and study documents will be redacted to protect the privacy of trial participants. Further details on Sanofi's data sharing criteria, eligible studies, and process for requesting access can be found at: https://vivli.org",2024-10-15 10:06:43.168369,2024-10-15 10:06:43.168369,INDUSTRY,,,,,,,2024,1.0,SNY,1121404.0,Sanofi,100.0,True,Pharmaceutical Preparations,success,DRUG,Rilzabrutinib,small_molecule_candidate,,True,edgar_primary,31,https://www.sec.gov/Archives/edgar/data/1121404/000112140424000011/pressreleaseq12024english.htm,2024-04-25,"rces into development &#8226; SG&#38;A expenses gr ew 2.9%, less than sales growth &#8226; Business EPS (1) of &#8364;1.78 , dow n 17.6% reported and 7.4% at CER &#8226; IFRS EPS of &#8364;0.91, down 43.1% reported R&#38;D transformation advanced further &#8226; Three regulatory approvals&#58; new Dupixent indications in the US and Japan and Beyfortus in Japan &#8226; Positive phase 3 results for rilzabrutinib in immune thrombocytopenia, a rare disease &#8226; Reaffirming increasing pipeline news flow over 2024-2025, including 12 phase 3 data readouts Corporate Social Responsibility progress &#8226; Sanofi Global Health Unit&#58; making a difference for patients in low- and middle-income countries &#8226; Cancer and work&#58; Sanofi supporting health and wellbeing in the workplace Business EPS guidance",success,1.0,,0.0843196929804711,0.1948843951499596,2024-04-25,,False
NCT03739866,,2018-11-02,2020-11-12,,2021-03-16,2018-11-09,2018-11-14,ACTUAL,2020-11-12,2020-12-09,ACTUAL,,,,2021-03-16,2021-04-09,ACTUAL,2018-11-26,ACTUAL,2018-11-26,2021-03,2021-03-31,2020-06-15,ACTUAL,2020-06-15,2019-11-14,ACTUAL,2019-11-14,,INTERVENTIONAL,,Safety Analysis Set included all participants who were randomized/enrolled and received at least 1 dose of study drug.,"Study to Evaluate Safety, Pharmacokinetics, and Antiviral Activity of Lenacapavir Administered Subcutaneously in Human Immunodeficiency Virus (HIV) -1 Infected Adults","A Phase 1b Randomized, Double-Blinded, Placebo Controlled, Multi-Cohort Study of the Safety, Pharmacokinetics, and Antiviral Activity of GS-6207 Administered Subcutaneously in HIV-1 Infected Subjects",COMPLETED,,PHASE1,53.0,ACTUAL,Gilead Sciences,,8.0,,,f,,,,f,t,f,,,,,,,,,NO,,2024-10-15 19:03:29.435509,2024-10-15 19:03:29.435509,INDUSTRY,,,,,,,2020,1.0,GILD,882095.0,"GILEAD SCIENCES, INC.",100.0,True,"Biological Products, (No Diagnostic Substances)",success,DRUG;DRUG,Lenacapavir;TAF,small_molecule_candidate,,True,edgar_primary,13,https://www.sec.gov/Archives/edgar/data/882095/000088209520000016/exhibit991earningspres.htm,2020-07-30,"s updated data for magrolimab in combination with azacitidine in patients with myelodysplastic syndrome and patients with acute myeloid leukemia. &#8226; In HIV, new data were presented at the 23rd International AIDS Conference in July. The presentation included new clinical study data for a sustained-delivery subcutaneous formulation of Gilead&#8217;s novel investigational HIV-1 capsid inhibitor lenacapavir, which is being developed as a component of a long-acting treatment regimen in combination with other antivirals for people living with HIV&#59; additional - more - July 30, 2020 8 &#160; data evaluating the safety and efficacy of Biktarvy as a treatment for HIV in adults aged 65 or older&#59; data from the DISCOVER trial indicating no increase in sexual health risk behavior among those taking De",success,1.0,,-0.153843823739429,0.4199977557708179,2020-07-30,,False
NCT05144984,,2021-11-22,,2024-02-12,2024-02-12,2021-11-22,2021-12-06,ACTUAL,,,,,2024-02-13,ACTUAL,2024-02-12,2024-02-13,ACTUAL,2021-11-29,ACTUAL,2021-11-29,2024-02,2024-02-29,2023-03-23,ACTUAL,2023-03-23,2023-02-13,ACTUAL,2023-02-13,,INTERVENTIONAL,,,A Research Study Looking at How Well a Combination of the Medicines Semaglutide and NNC0480-0389 Works in People With Type 2 Diabetes,Investigation of the Safety and Efficacy of Semaglutide s.c. in Combination With NNC0480-0389 in Participants With Type 2 Diabetes - a Dose Finding Study,COMPLETED,,PHASE2,500.0,ACTUAL,Novo Nordisk A/S,,10.0,,,f,,,,f,t,f,,,,,,,,http://novonordisk-trials.com,YES,According to the Novo Nordisk disclosure commitment on novonordisk-trials.com,2024-10-15 19:09:42.093872,2024-10-15 19:09:42.093872,INDUSTRY,,,,,,,2023,1.0,NVO,353278.0,NOVO NORDISK A S,90.32258064516128,True,Pharmaceutical Preparations,success,DRUG;DRUG,NNC0480-0389;Semaglutide,small_molecule_candidate,,True,edgar_primary,93,https://www.sec.gov/Archives/edgar/data/353278/000117184323001896/f6k_032423.htm,2023-03-27,"the information to the Commission pursuant to Rule 12g3-2(b) under the Securities Exchange Act of 1934. &nbsp; Yes [&nbsp;&nbsp;]&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;No [X] &nbsp; If &ldquo;Yes&rdquo; is marked, indicate below the file number assigned to the registrant in connection with Rule 12g-32(b):82-________ &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Oral semaglutide 25 mg and 50 mg demonstrate superior reductions in HbA1c and body weight versus 14 mg in people with type 2 diabetes in the PIONEER PLUS phase 3 trial &nbsp; Bagsv&aelig;rd, Denmark, 24 March 2023 &ndash; Novo Nordisk today announced headline results from the PIONEER PLUS trial, a phase 3b, 68-week, efficacy and safety trial with once-daily oral semaglutide 25 mg and 50 mg versus 14 mg as add-on ",success,1.0,,0.0680644354124718,0.1809271074454556,2023-03-27,,False
NCT03345836,,2017-11-15,2022-07-18,,2022-07-18,2017-11-15,2017-11-17,ACTUAL,2022-07-18,2022-08-15,ACTUAL,,,,2022-07-18,2022-08-15,ACTUAL,2017-11-29,ACTUAL,2017-11-29,2022-07,2022-07-31,2021-08-11,ACTUAL,2021-08-11,2021-08-11,ACTUAL,2021-08-11,,INTERVENTIONAL,,"Intent-to-Treat (ITT) Population for the 12-week DB Induction Period (Part 1) i.e., ITT1 included all randomized participants who received at least one dose of DB study drug during Part 1. ITT Population for the 12-week OL Induction Period (Part 2) i.e., ITT2 included all participants who received at least one dose of study drug in Part 2.",A Study of the Efficacy and Safety of Upadacitinib (ABT-494) in Participants With Moderately to Severely Active Crohn's Disease Who Have Inadequately Responded to or Are Intolerant to Biologic Therapy,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled Induction Study of the Efficacy and Safety of Upadacitinib (ABT-494) in Subjects With Moderately to Severely Active Crohn's Disease Who Have Inadequately Responded to or Are Intolerant to Biologic Therapy",COMPLETED,,PHASE3,624.0,ACTUAL,AbbVie,,6.0,,,f,,,,t,t,f,,,f,,,"For details on when studies are available for sharing, please refer to the link below.","Access to this clinical trial data can be requested by any qualified researchers who engage in rigorous, independent scientific research, and will be provided following review and approval of a research proposal and Statistical Analysis Plan (SAP) and execution of a Data Use Agreement (DUA). For more information on the process, or to submit a request, visit the following link.",https://vivli.org/ourmember/abbvie/,YES,"AbbVie is committed to responsible data sharing regarding the clinical trials we sponsor. This includes access to anonymized, individual and trial-level data (analysis data sets), as well as other information (e.g., protocols and clinical study reports), as long as the trials are not part of an ongoing or planned regulatory submission. This includes requests for clinical trial data for unlicensed products and indications.",2024-10-16 07:21:36.449111,2024-10-16 07:21:36.449111,INDUSTRY,,,,,,,2021,1.0,ABBV,1551152.0,AbbVie Inc.,100.0,True,Pharmaceutical Preparations,success,DRUG,Upadacitinib,small_molecule_candidate,,True,edgar_primary,15,https://www.sec.gov/Archives/edgar/data/1551152/000155115222000026/abbv-20220630xexhibit991.htm,2022-07-29,"yrizi demonstrated significant improvements in clinical remission and endoscopic response, compared to placebo, as both induction and maintenance therapy. This marks Skyrizi&#8217;s third FDA approved indication. Skyrizi is a collaboration between Boehringer Ingelheim and AbbVie, with AbbVie leading development and commercialization globally. &#8226; AbbVie announced that the FDA approved Rinvoq (upadacitinib, 15 mg, once daily) for the treatment of adults with active ankylosing spondylitis (AS) who have had an inadequate response or intolerance to one or more tumor necrosis factor (TNF) blockers. The approval is supported by data from two pivotal clinical trials in which Rinvoq delivered rapid and meaningful disease control. This approval marks the fifth FDA approved indication for Rinvoq in chronic ",success,1.0,,-0.0490782375438123,0.0700064210271504,2022-07-29,,False
